Company,Job Title,Required Skills,Experience,Qualification
LNS Global  ,LADY - Advanced Polymers Application Support,"['Plastic Injection Molding', 'Cast film extrusion', 'Compounding', 'Blown Film extrusion', 'Plastic compounding', 'Polymer Engineering', 'Plastics Engineering', 'Blow Moulding']",5-10 Yrs,"['B.Tech/B.E. in Plastics, Chemical', 'M.Tech in Plastics, Chemical', 'Ph.D/Doctorate in Any Specialization']"
FORTUNE MILLENNIUM MANAGEMENT CONSULTANTS ,Asst.Manager - R&D (Spices/masalas),"['Innovative', 'Customer Focus', 'Dedicated']",3-8 Yrs,"['B.Tech/B.E.', 'MS/M.Sc(Science) in Food Technology, M.Tech']"
Ethical Manpower Services Pvt. Ltd ,R&D Specialist (MNC Paint Co.),"['New Product Development', 'PU', 'Product Development', 'R&D', 'Productivity Enhancement', 'Process Development', 'Production Management', 'Cost Optimization']",4-8 Yrs,"['B.Tech/B.E. in Any Specialization', 'M.Tech in Any Specialization']"
Ethical Manpower Services Pvt. Ltd ,R&D Officer (MNC Paint Co.) Manesar,"['Product Development', 'R&D', 'Product Improvement', 'colour matcher', 'refinish paint', 'Research And Development', 'Paint Shop Production', 'SOLVENT']",1-5 Yrs,"['M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization']"
Amax Placement Services,R&D Manager CAD CAM,"['R&D Manager', 'CAD CAM']",4-9 Yrs,['Any Graduate']
Prashant Enterprises  ,Asst. Manager NPD II Pune II Exp. From Machining Industry,"['NPD', 'New Product Development']",7-10 Yrs,"['Diploma in Mechanical, B.Tech/B.E. in Mechanical']"
Capital Recruitment Services   ,Immediate Requirement For .Net Developer,"['Mern Stack', 'Mean Stack', 'hydrid cloud setup', 'Hybrid Cloud Management', 'Net Design And Development']",3-8 Yrs,['Any Graduate']
WSD CONSULTANT PRIVATE LIMITED   ,Head Fashion Designer,"['Fashion', 'Design Research', 'Fashion Styling', 'Garment Designing', 'Fashion Illustration', 'MS Office', 'Hand Drafting', 'Sketching']",5-8 Yrs,['Diploma in Fashion Designing/Other Designing']
EI JOBS  ,Quality Manager For Distillery Industry,"['Quality', 'Brewery', 'Quality Monitoring', 'distillery', 'Quality Analysis', 'Liquor', 'FMCG', 'Quality Assurance']",10-17 Yrs,['Any Graduate']
RAINBOW CONSULTANCY AND PLACEMENT SERVICES ,Marketing Executive,"['electrical marketing', 'Marketing', 'Excel', 'PLC', 'Documentation', 'Ms World', 'Oems', 'Powerpoint']",3-5 Yrs,"['B.Tech/B.E. in Electronics/Telecommunication, Electrical, Diploma in Any Specialization', 'MBA/PGDM in Marketing']"
Resources Valley Group,Release Manager,"['RELEASE', 'Servicefirst', 'Agile Central', 'JIRA', 'product development life cycle', 'ICE', 'Project Management', 'Production']",6-11 Yrs,['Any Graduate']
Apex Consultants ,GM - Commercial - Textiles- Kota Call or Mail,"['Commercial Functions', 'Procurement', 'Gst Knowledge', 'New Product Development', 'Capital Equipment Procurement', 'Vendor Development', 'Purchase Order', 'SAP MM Module']",15-24 Yrs,"['Any Graduate', 'MBA/PGDM in Any Specialization']"
SUPER MANAGEMENT CONSULTANTS ,Senior Embedded Software Developer,"['Embedded C', '32 Bit Microcontrollers', 'Firmware Development', 'Embedded C++', 'RTOS', 'stm32', 'Device Drivers', 'firmware developer']",3-6 Yrs,['B.Tech/B.E. in Electronics/Telecommunication']
Liberty Talent Search  ,Immediate Joiner | Project Lead | IT Company |Nagpur,"['IT Project Management', 'Project Management', 'IT Skills', 'BPO', 'Project Handling', 'Team Management', 'Team Handling', 'Team Leading']",5-10 Yrs,['B.Tech/B.E. in Any Specialization']
LYKORA CONSULTING SERVICES PRIVATE LIMITED ,HRSS Asst Mgr (Policy Management & ER),"['HR policy revision', 'HR Policy Formulation', 'employee relations', 'HR policy support']",8-13 Yrs,['Any Graduate']
LYKORA CONSULTING SERVICES PRIVATE LIMITED ,MES Lead - IT manufacturing technical SME(Bangalore),"['Manufacturing Execution System', 'MES']",8-13 Yrs,['Any Graduate']
Heads Quest ,Hiring For NPD Department based in Gujarat,"['New Product Development', 'Product Development', 'sheet metal', 'NPD', 'weld shop', 'Product Design', 'press shop']",2-7 Yrs,['Any Graduate']
SUPER MANAGEMENT CONSULTANTS ,design & develop embedded software For the high-end instrument cluster,"['Embedded C', 'Microcontroller', 'embedded design', 'embedded firmware', 'CAN LIN', '32 Bit Microcontrollers', 'embedded software', 'Hardware Design']",3-7 Yrs,['B.Tech/B.E. in Electronics/Telecommunication']
SHAVISH HR AND DIGITAL MARKETING PRIVATE LIMITED ,Sr .Net Developer,"['.Net Core', '.Net Developer', 'SQL', 'communication', 'Design pattern', 'MSSQL', 'NoSQL', 'MySQL']",7-11 Yrs,['B.Tech/B.E. in Any Specialization']
SUPER MANAGEMENT CONSULTANTS ,Dy. Manager  - Design  Alloy wheels & Simulation,"['Design', 'r&d', 'HyperMesh', 'New Product Development', 'Simulation', 'CAE', 'Solidworks', 'alloy wheel']",6-10 Yrs,['B.Tech/B.E. in Mechanical']
SUPER MANAGEMENT CONSULTANTS ,Deputy Manager Project Management,"['Industrial Engineering', 'NPD', 'new product control', 'New Product Development', 'Project Management', 'Manufacturing Engineering', 'programmer manager', 'process engineering']",8-13 Yrs,['B.Tech/B.E. in Any Specialization']
SUPER MANAGEMENT CONSULTANTS ,Assistant Manager - Supplier Quality Assurance,"['Supplier Quality', 'Supplier Selection', 'Customer Quality', 'process capability studya', 'Supplier Evaluation', 'Supplier Upgradation', 'IATF', 'PPAP']",4-9 Yrs,['B.Tech/B.E. in Any Specialization']
SUPER MANAGEMENT CONSULTANTS ,Manager Design on BLDC Motors & Controller For an MNC,"['Motor', 'Motor controllers', 'Bldc Motor', 'design', 'manager Design & Development', 'Speed', 'Prototype', 'SRM Motors']",14-20 Yrs,"['B.Tech/B.E. in Electronics/Telecommunication, Electrical']"
SUPER MANAGEMENT CONSULTANTS ,Sr. Sales Manager,"['Marketing Strategy', 'enterprise sales', 'SAAS', 'Saas Product Development', 'Marketing Strategies', 'client facing', 'Client Management', 'Presentation Skills']",5-10 Yrs,"['Any Graduate', 'MBA/PGDM in Any Specialization']"
SUPER MANAGEMENT CONSULTANTS ,Head  - R & D Electronics & Embedded design,"['Microcontroller Architecture', 'Embedded C', 'Power Electronics', 'embedded design', 'RTOS', 'Product Design Development', '32bit', 'embedded software']",14-20 Yrs,['B.Tech/B.E. in Electronics/Telecommunication']
SUPER MANAGEMENT CONSULTANTS ,Asstt. Manager - R & D Electronics & Embedded design,"['embedded design', 'Embedded C', 'embedded software', 'electronics components', 'embedded hardware']",3-6 Yrs,['B.Tech/B.E. in Any Specialization']
SUPER MANAGEMENT CONSULTANTS ,Embedded Hardware Developer,"['electronics hardware', 'schematic design', 'Altium', 'Analog Circuit Design', 'Microcontroller', 'CAN LIN', '32 Bit Microcontrollers', 'Debugging']",2-5 Yrs,['B.Tech/B.E. in Electronics/Telecommunication']
SUPER MANAGEMENT CONSULTANTS ,Embedded Firmware Lead,"['embedded firmware', 'Embedded C', 'embedded design', 'electronics hardware', 'C++', 'Microcontroller', 'CAN LIN', '32 Bit Microcontrollers']",2-6 Yrs,['B.Tech/B.E. in Electronics/Telecommunication']
GLSD Recruitment Solutions  ,Quality Head - Urgent requirement For Hydraulic cylinder at Faridabad,"['Quality Audit', 'Quality Monitoring', 'QMS', 'Quality Control', 'New Product Development', 'Quality Analysis', 'Quality Assurance', 'Supplier Quality Management']",8-12 Yrs,"['B.Tech/B.E. in Mechanical, Diploma in Mechanical']"
Exponent Jobs,Clean Room Consultant; Location- Kinshasa (Africa),"['ISO7', 'ISO8', 'clean room consultant', 'Syringe', 'Project Handling', 'Environmental Monitoring', 'HVAC Equipments', 'Pharmaceutical Quality Control']",3-8 Yrs,"['Any Graduate', 'Any Postgraduate']"
Prashant Enterprises  ,ITI Draughtsman II Pune II Exp. From Manufacturing Company,"['ITI Draughtsman', 'Auto-Cad & Solid Works', 'Cad Draughtsman', 'Design Engineer']",1-3 Yrs,['Diploma in Mechanical']
SUPER MANAGEMENT CONSULTANTS ,Dy. Manager - Hardware Design & Validation,"['embedded design', 'Embedded C', 'electronics hardware', 'Microcontroller', 'CAN LIN', '32 Bit Microcontrollers', 'Hardware Design', 'Validation Testing']",7-12 Yrs,['B.Tech/B.E. in Electronics/Telecommunication']
SUPER MANAGEMENT CONSULTANTS ,Assistant Manager - R & D (Embedded Hardware ),"['hardware debugging', 'Hardware Design', 'Embedded Hardware', 'electronics', 'Analog Electronics', 'Simulation', 'Microcontroller', 'embedded technology']",4-7 Yrs,['B.Tech/B.E. in Electronics/Telecommunication']
SUPER MANAGEMENT CONSULTANTS ,Embedded Hardware Developer,"['electronics hardware', 'schematic design', 'Altium', 'Analog Circuit Design', 'Microcontroller', 'CAN LIN', '32 Bit Microcontrollers', 'Debugging']",2-5 Yrs,['B.Tech/B.E. in Electronics/Telecommunication']
SUPER MANAGEMENT CONSULTANTS ,Plastic mould design on Catia V5 or Creo,"['mould design', 'CATIA', 'creo', 'Automotive prodcut', 'Automobile', 'tool design', 'plastic tool design', 'cativa v5']",3-7 Yrs,['Diploma in Any Specialization']
SKYNET PLACEMENTS ,Opening For Aveva P&ID in a Reputed IT MNC,"['Aveva P&ID', 'P&ID Drawing', 'Smartplant/AUTOCAD']",2-6 Yrs,"['B.Tech/B.E. in Any Specialization, Diploma in Any Specialization']"
SKYNET PLACEMENTS ,Opening  For Aveva E3D Designer in Reputed IT MNC,"['Aveva E3D', 'Piping', 'Structural', 'isometric Drawings', 'Modelling']",2-6 Yrs,"['Diploma in Any Specialization, B.Tech/B.E. in Any Specialization']"
ZG Staffing solutions Pvt Ltd ,Hiring Medical Underwriter Doctor,"['doctor', 'Bds', 'bhms', 'Claims', 'medical writer', 'Medical Writing', 'Underwriting', 'bums']",4-9 Yrs,"['B.U.M.S in Any Specialization, Other Graduate, BHMS in Any Specialization, MBBS in Any Specialization, BDS in Any Specialization']"
NVS Consultants Pvt. Ltd. ,Quality Manager (  Ceramic ) -  Abu Road,"['QA', 'QC', 'Quality', 'Manual Testing', 'Process Planning', 'Ceramics']",10-15 Yrs,"['B.Tech/B.E. in Ceramics', 'Any Postgraduate', 'Doctorate Not Required']"
Career Genii Consulting Pvt. Ltd.    ,"Manager Merchandiser, Female, Woven Hi-Fashion,12 Lac, South Delhi","['MM', 'Manager Merchandiser', 'Garment', 'Female', 'Woven', 'Delhi', 'apparel merchandising', 'South Delhi']",10-15 Yrs,['Any Graduate']
NEWPAGE HR SOLUTIONS LLP  ,Salesforce Solution Architect,"['Salesforce CRM', 'Salesforce development', 'IT Skills', 'Salesforce', 'Architect', 'Salesforce.com', 'Lwc', 'Solution Architect']",12-17 Yrs,"['B.Tech/B.E. in Computers, BCA in Any Specialization', 'MCA in Any Specialization, M.Tech in Computers']"
Corporate Stalwarts,Inside Sales Manager,"['Inside Sales', 'Channel Partners', 'Product Development', 'Cold Calling', 'Sales Administration', 'Sales Management', 'Marketing']",6-10 Yrs,['Any Graduate']
Capital Placement Services,"Packaging Manager Wooden For Logistic MNC Company in Sector 29,Gurgaon","['gurgaon', 'Packaging Manager Wooden', 'Wooden', 'Packaging', 'wooden case', 'Drawing', 'sector 29', 'MNC']",8-13 Yrs,['Any Graduate']
Success HR Consultancy,PDMS Piping Designer /Draughtsman- Rabale Navi Mumbai Immediate Joiner,"['Draughtsman', 'PDMS Piping Designer', 'Plant Design System', 'PDMS', 'AutoCAD', 'Equipment Modeling', 'Nozzle Orientation', 'SP3D']",2-7 Yrs,['Diploma in Mechanical']
Vesat Management Consultants Pvt. Ltd   ,Civil Draughtsman-Building-  Kochi,"['building projects', 'Civil draftsman']",3-7 Yrs,['Graduation Not Required']
Vesat Management Consultants Pvt. Ltd   ,MEP Draughtsman-High rise building -Kochi,"['Building', 'MEP DRAFTSMAN']",3-8 Yrs,"['Any Graduate, Diploma in Mechanical, Electrical']"
NVS Consultants Pvt. Ltd. ,Quality Manager ( Soya Lecithin ) - Julwania,"['Quality Circle', '5S System', 'New Product Development', 'Customer Handling', 'Quality Control', 'Kaizen', 'PPM']",8-12 Yrs,"['B.Sc in Chemistry', 'MS/M.Sc(Science) in Chemistry']"
Bhartia Management Consultancy ,Position of Manager (Flexible) - Packaging @ West Africa,"['Flexible Packaging', 'Safepack Industries', 'Purity Flexpack', 'Hutamaki India', 'Packaging', 'Stanpacks LIMITED', 'Swisspack Pvt Ltd', 'Kanpur Plastipack']",5-10 Yrs,['B.Tech/B.E. in Any Specialization']
THINK TO SHARE  ,Chief Executive Officer,"['Project Handling', 'Ebitda', 'Project management', 'P&L', 'Medical Research', 'Clinical Research', 'Process Management']",15-20 Yrs,"['MBA/PGDM in Hospitality Management, Medical-MS/MD in Any Specialization']"
DAKSH MANPOWER AND MANGEMENT SERVICES ,Drug Regulatory Affairs Executive,"['Drug Regulatory Affairs', 'Dossier Preparation', 'ICH', 'CTD', 'Asia', 'Research Analysis', 'Documentation', 'Africa']",5-6 Yrs,"['B.Pharma in Pharmacy', 'M.Pharma in Pharmacy']"
Creative Engineering Consultants India Pvt Ltd ,PCB Assembly Testing- Bangalore - 1- 5yrs -,"['PCB', 'EMI', 'assembly', 'EMC', 'Soldering', 'Lab Testing', 'Pcb Assembly', 'DVP']",1-5 Yrs,"['Diploma in Electrical, Electronics/Telecommunication']"
Resources Valley Group,Release Manager,"['RELEASE', 'product development life cycle', 'Release Management', 'Project Management']",6-11 Yrs,['Any Graduate']
SHAVISH HR AND DIGITAL MARKETING PRIVATE LIMITED ,Draughtsman Mechanical/Draughtsman /Draftsman,"['AutoCAD', 'design engineer', 'draughtsman', 'draftsman', 'draughtman mechanical']",2-7 Yrs,['Graduation Not Required']
Alliance Pro IT Private Limited ,Chemistry HEAD OF Department,"['Phd in chemistry', 'Organic Chemistry', 'CRO', 'Process Development', 'API', 'Research And Development', 'Organic Synthesis']",18-22 Yrs,['Ph.D/Doctorate in Chemistry']
Jobjunctioninfo Pvt. Ltd.,Fashion Designer ( Menswear ),"['denims', 'Menswear', 'jeans', 'fashion designer', 'Brand Awareness', 'apparel designer', 'Fashion Technology', 'Trend']",3-8 Yrs,"['Any Graduate', 'Post Graduation Not Required, Any Postgraduate', 'Doctorate Not Required']"
CENTRE FOR RECRUITMENT AND SELECTION PVT LIMITED  ,Dentist,"['Health Care Services', 'Dentist', 'Medical Services', 'Dental Surgery', 'Hospital', 'Root Canal Treatment', 'RCT', 'Public Health']",1-3 Yrs,"['BDS in Dentistry', 'MDS in Dentistry']"
PINNACLE HUMAN RESOURCE PVT. LTD. ,vacancy For Graphic Designer,"['Product Design', 'Template Design', 'Graphic Designing', 'Software Design', 'Communication Skills', 'Time Management']",1-2 Yrs,['Any Graduate']
JOBS EXPERT PRIVATE LIMITED  ,"Java Full Stack Developer (Struts 2, React.js)","['Struts', 'React', 'Architecture', 'Angular', 'unit testing', 'Java', 'System designing', 'Spring']",6-11 Yrs,['Any Graduate']
Derive Management Solutions Pvt Ltd ,Executive Assistant To Managing Director,"['Personal assistant', 'executive assistant to md', 'Secretarial Activities', 'Executive asistant', 'Secretarial Skills', 'Personal Assistance', 'EA']",3-8 Yrs,['Any Graduate']
Ascent Human Solutions Pvt. Ltd. ,Executive For After Market Genuine Parts @ Manesar,"['Genuine Parts', 'Auto after market', 'sales', 'Retail Network', 'Dealer Distribution', 'Secondary Sales', 'Sales Promotion']",2-7 Yrs,"['Any Graduate', 'MBA/PGDM in Any Specialization']"
Sree Group Consultancy  ,R&D chemist powder coating,['Powder Coating'],8-10 Yrs,"['B.Tech/B.E. in Paint/Oil, Diploma in Any Specialization']"
DigiDigital Marketing   ,Senior and Lead AEM (Adobe Experience Manager) Developer,"['Adobe AEM', 'Java', 'IT Skills', 'Aem', 'Adobe Experience Manager']",8-13 Yrs,['Any Graduate']
DigiDigital Marketing   ,Java with Azure Developer,"['modelling', 'REST API', 'Open API', 'SQL', 'microservices', 'GCP', 'No - SQL', 'Java']",6-9 Yrs,['Any Graduate']
GenNext India Private Limited ,Executive/ Sr. Executive Design & Development_ Traction Motor Company,"['Design', 'Drafting', 'Traction Motors', '3D Model', 'Calculation', 'BOM', '2D Model', 'AutoCAD']",2-7 Yrs,['B.Tech/B.E. in Mechanical']
Siddhivinayak Employment Services  ,NPD Manager,"['New Product Development', 'New Product Design', 'NPD']",10-15 Yrs,['B.Tech/B.E. in Any Specialization']
GenNext India Private Limited ,Executive/ Sr. Executive Application ( R&D )_ TCMS,"['Design', 'TCMS', 'Simulate', 'Development', 'PLC Programming', 'Train Control & Monitoring System', 'Integrate', 'Validate']",2-7 Yrs,"['B.Tech/B.E. in Electronics/Telecommunication, Electrical']"
GenNext India Private Limited ,Executive/ Deputy Manager R&D Power Electronics_ Traction Company,"['Design', 'Software Development', 'IGBT', 'Simulation', 'Traction Motor', 'Inverter', 'Locomotive', 'Railway']",4-9 Yrs,"['B.Tech/B.E. in Electronics/Telecommunication, Electrical']"
Aratis Consultants ,"Architect -Modern C++/ software Architect -C++,11,14....","['C++11/C++14/C++17', 'Object - Oriented Prog', 'Unit tests', 'Python', 'data structures', 'SOLID principles', 'algorithms', 'Design Patterns']",12-22 Yrs,"['B.Tech/B.E. in Any Specialization', 'M.Tech in Any Specialization']"
Aum Staffing Services ,Mechanical Draughtsman,"['auto cad 2d/3d', 'preparation of operating & instruction manuals', 'product development', 'Preparation of mechanical drawings', 'preparation of bill of material', 'plc', 'testing of machines', 'engineering design']",2-3 Yrs,"['Diploma in Mechanical, Vocational Course']"
Apex,Asst. Manager Design - Steel Structure ( Civil),"['STRUCTURE', 'CIVIL', 'RCC']",4-8 Yrs,"['B.Tech/B.E. in Civil', 'Any Postgraduate, M.Tech in Civil']"
Intelliworx Consulting         ,Fashion Designer - For A Growing Fashion E-Commerce Company,"['Adobe Illustrator', 'Fashion Designer', 'Styling', 'Designer', 'Designing']",4-8 Yrs,"['Any Graduate', 'Any Postgraduate']"
Adosis Manpower Solutions  ,C++ Developer,"['Embedded C++', 'C++', 'Linux', 'RTOS', 'C Programming', 'STB', 'Embedded C', 'Bluetooth']",3-6 Yrs,"['B.Tech/B.E. in Any Specialization', 'M.Tech in Any Specialization']"
HiringHawk.com,Manager - Investor Relations - Life Insurance,['Investor Relations'],3-8 Yrs,['MBA/PGDM in Any Specialization']
AR Consultant                                      ,Java Developer/ Sr Java Developer,"['Java', 'java8', 'Micro Services', 'script', 'Web Services', 'Angular', 'REST', 'Spring Boot']",3-7 Yrs,['B.Tech/B.E. in Any Specialization']
Xperts Global Consulting ,"R&D Chemist , R & D Officer","['R & D Chemist', 'Chemistry', 'R & D officer', 'BSC', 'organic chemistry', 'MSC']",3-5 Yrs,"['B.Sc in Any Specialization', 'MS/M.Sc(Science) in Chemistry']"
Sharda Consultancy Services    ,Hiring For Content Writer Expert,"['Technical Writing', 'SEO Writing', 'Content Editing', 'Web Content Writing', 'Blog Writing', 'Article Writing']",1-4 Yrs,['Any Graduate']
Wize Careers Consultants ,Hiring For Toxicological Reviewer| Mumbai | 1-2 years,"['Environmental toxicity study review', 'Toxicology', 'Human toxicity study review', 'SAP', 'EHS module']",1-6 Yrs,['Any Graduate']
LYKORA CONSULTING SERVICES PRIVATE LIMITED ,HRBP (Leading Life sciences company) Bangalore Location,"['Human resource business partner', 'HRBP', 'Employee Relations', 'Employee Queries', 'employee Statisfaction', 'Employee Engagement', 'Employee Welfare']",10-15 Yrs,['Any Graduate']
SPM HR SOLUTIONS    ,SCM Architect,"['Architect', 'Scm Management', 'SCM Architect', 'Budget Management', 'SCM', 'cost', 'product development processes']",3-5 Yrs,['Any Graduate']
Mindstech Recruitment ,SSE Monitoring - Developer of Dashboards -Prometheus/Grafana,"['Golang/Java/Python', 'SSE Monitoring', 'Prometheus/Grafana', 'Developer of Dashboards', 'Elastic search', 'openshift', 'Java', 'Docker']",2-5 Yrs,['B.Tech/B.E. in Any Specialization']
Tusthi Executive Access & Consultants,Deputy Manager-Purchase (Techno Commercial),"['Direct Purchase', 'Negotiation', 'Purchase', 'SAP', 'ARC machining', 'New Product Development', 'fabrication', 'cutting machine']",7-10 Yrs,['B.Tech/B.E. in Any Specialization']
NVS Consultants Pvt. Ltd. ,Assistant Manager Production ( PP Corrugated Sheet ) - Pithampur,"['PP Corrugated Sheet', 'Production', 'Production Management', 'Packaging', 'Product Engineering', 'Press Tool Design']",7-10 Yrs,"['B.Tech/B.E. in Mechanical', 'Any Postgraduate', 'Doctorate Not Required']"
Accumen Solution  Services ,Test Manager,"['Agile', 'Test Management', 'QA Management', 'Selenium', 'Azure', 'Microsoft net', 'SharePoint', 'IT Skills']",12-20 Yrs,"['B.Tech/B.E. in Any Specialization', 'MCA in Any Specialization']"
SAHANA INFORMATION ,Senior Chemist Food Laboratory,"['testing', 'GC -MS', 'food', 'chemist', 'HPLC', 'Team Handling', 'Residues', 'LC MS']",3-8 Yrs,"['MS/M.Sc(Science) in Food Technology, Biotechnology, Organic Chemistry, Bio-Chemistry, Microbiology, Chemistry, Dairy Technology, Environmental science']"
Jobboosts  ,DVP / AVP / Portfolio Manager,"['Wealth Management', 'PMS', 'AIF']",4-9 Yrs,['Any Graduate']
VPR HR Dynamics Inc. ,Sr Executive - R&D,"['Product Testing', 'Air Conditioning', 'Refrigeration']",2-5 Yrs,"['B.Tech/B.E. in Mechanical, Electrical']"
Vision Esteem  ,Design Manager For Sheet metal industry,"['Solidwork', 'Mechanical Design']",5-10 Yrs,['B.Tech/B.E. in Mechanical']
SUPER MANAGEMENT CONSULTANTS ,Assistant Manager - mould Design on CREO,"['Mould Design', 'creo', 'Manager Tool Room', 'tool design', 'tool design manager', 'mould design manager', 'Unigraphics', 'Automotive parts']",7-12 Yrs,['B.Tech/B.E. in Any Specialization']
Career Strategy Solutions ,Social Media (Creative),"['Research Analysis', 'Public Relations', 'Media Relations', 'corporate communication', 'market research analyst', 'creative research', 'Industry Analysis', 'Creative Direction']",5-10 Yrs,['MBA/PGDM in Advertising/Mass Communication']
CANOE CONSULTING SERVICES ,Assistant Manager - Marketing,"['Industrial Sales', 'Institutional Sales', 'Product Development', 'Client Relationship Management', 'Key Account Management']",1-4 Yrs,"['Diploma in Mechanical, B.Tech/B.E. in Any Specialization']"
PINNACLE HUMAN RESOURCE PVT. LTD. ,Vacancy For Asst. Manager/Deputy manager - Quality Control,"['FSMS', 'HACCP', 'Quality Analysis', 'Quality Control', 'Product Development', 'Brc', 'SAP', 'Food Safety']",3-7 Yrs,"['BHM in Hotel Management, BHMCT in Hotel Management, B.Sc in Food Technology, B.A in Hotel Management, Any Graduate', 'Any Postgraduate, MS/M.Sc(Science) in Food Technology', 'MPHIL in Food Technology, Ph.D/Doctorate in Food Technology']"
Sofcon,Electronics Engineer,"['ENGINEERING', 'RTOS', 'electronics', 'Microcontroller 8051', 'PCB Designing', 'Circuit Designing', 'Device Drivers', 'degree']",0-2 Yrs,"['B.Sc in Physics, Electronics, B.Tech/B.E. in Electronics/Telecommunication, Diploma in Electronics/Telecommunication', 'MS/M.Sc(Science) in Electronics & Embedded Technology, Physics, Electronics', 'Any Doctorate, Doctorate Not Required']"
Sofcon,Design Engineer,"['Diploma', 'B Tech Fresher', 'AutoCAD', 'Degree', 'PLC', 'Electronics', 'Drives', 'Instrumentation']",0-2 Yrs,"['B.Tech/B.E. in Any Specialization', 'M.Tech in Mechanical']"
Indian Healthcare BPO,Medical Coding - Fresher / Trainees,"['microbiology', 'nursing', 'bams', 'Medical Coding', 'WFH Job', 'biotechnology', 'clinical data management', 'biomedical']",0-0 Yrs,"['BHMS in Any Specialization, BVSC in Veterinary Science, BDS in Dentistry, BAMS in Any Specialization, B.Pharma in Pharmacy, B.Tech/B.E. in Any Specialization, Any Graduate, B.Sc in Any Specialization', 'M.Pharma in Pharmacy, MS/M.Sc(Science) in Any Specialization, MDS in Any Specialization, MVSC in Veterinary Science, Any Postgraduate', 'Doctorate Not Required, Any Doctorate']"
Indian Healthcare BPO,"Home Based Medical Coding For Doctors, Nurses, Pharma, Life-science","['biotechnology', 'bhms', 'clinical data management', 'nursing', 'medical coding', 'Work from home', 'microbiology', 'bams']",0-0 Yrs,"['B.Pharma in Any Specialization, MBBS in Any Specialization, B.Tech/B.E. in Any Specialization, BDS in Any Specialization, BVSC in Any Specialization, B.Sc in Any Specialization', 'Any Postgraduate, MS/M.Sc(Science) in Any Specialization', 'Any Doctorate']"
Indian Healthcare BPO,Medical Coding - Wanted Fresher,"['biotechnology', 'microbiology', 'Pharmacovigilance', 'Medical Coding', 'clinical research', 'clinical data management', 'nursing', 'bams']",0-0 Yrs,"['BDS in Any Specialization, BVSC in Any Specialization, B.Tech/B.E. in Any Specialization, MBBS in Any Specialization, B.Pharma in Any Specialization, B.Sc in Any Specialization', 'MDS in Any Specialization, M.Pharma in Pharmacy, MS/M.Sc(Science) in Any Specialization, PG Diploma in Any Specialization, M.Tech in Bio-Chemistry/Bio-Technology, Biomedical, MVSC in Veterinary Science, Any Postgraduate', 'Any Doctorate']"
Indian Healthcare BPO,Medical Coding - Wanted Fresher,"['biotechnology', 'microbiology', 'Pharmacovigilance', 'Medical Coding', 'clinical research', 'clinical data management', 'nursing', 'bams']",0-0 Yrs,"['B.Pharma in Any Specialization, BDS in Any Specialization, BVSC in Any Specialization, MBBS in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization', 'MVSC in Veterinary Science, MDS in Any Specialization, PG Diploma in Any Specialization, M.Tech in Bio-Chemistry/Bio-Technology, Biomedical, Any Postgraduate, MS/M.Sc(Science) in Any Specialization, M.Pharma in Pharmacy', 'Any Doctorate']"
Indian Healthcare BPO,Medical Coding - WFH / Office Based - Wanted Fresher (CPC),"['biotechnology', 'microbiology', 'Pharmacovigilance', 'Medical Coding', 'clinical research', 'clinical data management', 'nursing', 'bams']",0-0 Yrs,"['MBBS in Any Specialization, BDS in Any Specialization, B.Pharma in Any Specialization, BVSC in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization', 'M.Pharma in Pharmacy, MS/M.Sc(Science) in Any Specialization, M.Tech in Bio-Chemistry/Bio-Technology, Biomedical, Any Postgraduate, PG Diploma in Any Specialization, MVSC in Veterinary Science, MDS in Any Specialization', 'Any Doctorate']"
Excellent Job Solutions Private Limited,Marketing B2B Fresher,"['Marketing', 'Content Creation', 'marketing campaigns', 'Product Design', 'advertising']",0-2 Yrs,"['Any Graduate', 'Any Postgraduate']"
V P Placement,Business Development Executive,"['Housekeeping', 'Biotechnology', 'Pharma', 'Security Guard', 'Clinical research', 'Business Development Executive', 'Client relationship', 'Security Executive']",3-10 Yrs,"['Any Graduate', 'Post Graduation Not Required']"
Excellent Job Solutions Private Limited,MIS Executive,"['MIS', 'MS Excel', 'VBA', 'Business Analyst', 'Data Analyst', 'Research Analyst', 'SQL', 'MIS Executive']",2-4 Yrs,"['Any Graduate', 'Any Postgraduate']"
Excellent Job Solutions Private Limited,Quality Control Manager,"['Quality Control', 'product development', 'Quality Control Management', 'Quality Control Manager']",5-9 Yrs,"['Any Graduate', 'Any Postgraduate']"
Sealmatic India,Instrumentation Engineer,"['Loop', 'Interpersonal skills', 'Compliance', 'Detail engineering', 'Instrumentation', 'Routing', 'Functional analysis', 'Cost']",5-10 Yrs,"['Any Graduate', 'Any Postgraduate']"
Sopra Banking Software,R&D Architect : Java,"['spring data', 'Struts', 'hibernate', 'Spring', 'AWS', 'IT Skills', 'Java', 'Cloud']",12-15 Yrs,"['B.Tech/B.E. in Any Specialization', 'M.Tech in Any Specialization, MCA in Any Specialization']"
