Company,Job Title,Required Skills,Experience,Qualification
Talent  Corner HR Services Pvt Ltd,Manager - R&D(Lubricants)- Silvassa,"['R&D', 'NPD', 'New Product Development', 'Formulation']",7-12 Yrs,['Any Graduate']
Macrohire LLP,Performance Testing Consultant,"['Load Runner', 'java', 'test scenarios', 'performance testing', 'jmeter', 'IT Skills', 'Testing', 'Cloud']",5-10 Yrs,['Any Graduate']
Ingenuity Inc,Senior Brand Manager - Personal Care/Home Care Domain - FMCG,"['Brand Management', 'Product Development', 'Trade Marketing', 'Marketing', 'communication skills']",6-11 Yrs,"['Any Graduate', 'Any Postgraduate', 'Doctorate Not Required']"
Serving Skill,Team Lead - Sales - Sports Segment Advertising/Event Management Firm,"['Sales', 'Team handling', 'Sponsorship management', 'business development', 'advertising']",12-15 Yrs,"['Any Graduate', 'MBA/PGDM in Any Specialization', 'Doctorate Not Required']"
Yo HR Consultancy,Project Manager - IT,"['Project Management', 'IT Skills', 'BPO', 'Relationship management', 'MKS Source Integrity', 'DOORS', 'Microsoft Project Plan', 'Microsoft Office']",6-9 Yrs,[]
Yo HR Consultancy,Deputy Divisional Head - Steel Melting Shop Operations,"['Steel Melting Shop Operations', 'CAPA implementation', 'operations', 'customer satisfaction', 'Steel Melting', 'New Product development']",7-12 Yrs,"['Any Graduate', 'Any Postgraduate', 'Doctorate Not Required']"
Yo HR Consultancy,Deputy Divisional Head - Steel Melting Shop Operations,"['Steel Melting Shop Operations', 'Plant Operations', 'New Product Development', 'Mfg Operations', 'Operations Head', 'Mfg Head', 'Operations', 'Plant Head']",7-12 Yrs,"['Any Graduate', 'Any Postgraduate', 'Doctorate Not Required']"
Ace Talent Consulting,Python / Networking Professional,"['Python', 'HTTP', 'OOPs', 'Async IO', 'development', 'REST 8', 'IT Skills', 'Digital Marketing']",4-8 Yrs,"['B.Tech/B.E. in Any Specialization', 'Any Postgraduate', 'Doctorate Not Required']"
Ace Talent Consulting,Python + Networking Professional,"['Python', 'HTTP', 'OOPs', 'development', 'REST 8', 'Async IO', 'IT Skills', 'REST']",4-8 Yrs,"['B.Tech/B.E. in Any Specialization', 'Any Postgraduate', 'Doctorate Not Required']"
StepUpFind,Manager - Quality Control,"['Quality Control', 'APQP', '7 QC TOOLS', 'PQC', 'Quality', 'OQC Outgoing Quality Control', 'Process Quality Control', 'Quality management System']",10-15 Yrs,"['Diploma in Any Specialization, B.Tech/B.E. in Any Specialization', 'Any Postgraduate', 'Doctorate Not Required']"
Yo HR Consultancy,Manager - Search Engine Optimization,"['Search Engine Optimization', 'IT Skills', 'HTML', 'Javascript', 'Website Architecture', 'B2C', 'UI', 'D2C']",6-10 Yrs,"['Any Graduate', 'Any Postgraduate', 'Doctorate Not Required']"
StepUpFind,Assistant Manager - Quality Control,"['Quality Control', 'APQP', 'OQC', '7 QC TOOLS', 'PQC', 'Internal audit', 'Supplier audit', 'Quality']",4-9 Yrs,"['B.Tech/B.E. in Any Specialization, Diploma in Any Specialization', 'Any Postgraduate', 'Doctorate Not Required']"
Resources Valley,Technical Architect - Java/Python,"['Technical Architect', 'IT Skills', 'Java', 'Python', 'Software Development', 'Quality Assurance', 'Cloud', 'AWS']",10-15 Yrs,"['Any Graduate', 'Any Postgraduate', 'Doctorate Not Required']"
Ace Talent Consulting,Python + Networking Professional,"['Python', 'HTTP', 'OOPs', 'Async IO', 'development', 'REST 8', 'IT Skills', 'REST']",4-8 Yrs,"['B.Tech/B.E. in Any Specialization', 'Any Postgraduate', 'Doctorate Not Required']"
Wize Careers Consultants ,Hiring For Toxicological Reviewer| Mumbai | 1-2 years,"['Environmental toxicity study review', 'Toxicology', 'Human toxicity study review', 'SAP', 'EHS module']",1-6 Yrs,['Any Graduate']
TekPillar Services Pvt. Ltd ,Automotive Functional Safety Expert,"['Automotive', 'Aerospace', 'Iso 26262', 'functional safety', 'Cyber Security', 'IEC 61508', 'Electronics', 'HARA']",8-13 Yrs,['Any Graduate']
Culminant Outlook ,Immediate Opening For Team Center Customization,"['teamcenter', 'ITK', 'RAC', 'BMIDE', 'teamcenter developer']",5-10 Yrs,['Any Graduate']
THE GLOBAL ZONE HR SERVICES  ,Textile Consultant,"['Textile', 'primary research', 'marketing strategy']",4-9 Yrs,['B.Tech/B.E. in Textile']
Ascent HR Services ,Sales Manager For a Multinational Gems and Jewellry Company in Mumbai,"['sales', 'Jewellry sales', 'diamonds', 'jewellery', 'Gems', 'Business Development', 'B2B Sales', 'Corporate Sales']",5-10 Yrs,['Any Graduate']
HUNGRY BIRD IT CONSULTING SERVICES PRIVATE LIMITED ,Dot Net Developer,"['Dot net developer', '.net', 'ASP.Net', 'MVC', 'IT Skills', 'Software Development', 'Testing', 'Javascript']",3-7 Yrs,"['B.Sc in Computers, B.Tech/B.E. in Computers, BCA in Computers', 'M.Tech in Computers, MCA in Computers, MS/M.Sc(Science) in Computers']"
HR CENTRAL ,TEAM LEAD C++,"['c++', 'product management', 'MFC', 'C#', 'C', 'team leading', 'Data Structures']",8-13 Yrs,['Any Graduate']
Stryde Consulting Services  ,AM - Media Sales - Leading Media - Mumbai,"['ad sales', 'sales planning', 'media sales', 'marketing', 'sales review', 'product development', 'Telecom Sales', 'Insurance Sales']",3-8 Yrs,"['MBA/PGDM in International Business, Marketing']"
Bruhat Insights Global Private Limited ,BI Developer,"['BI Developer', 'Data warehousing', 'SQL', 'Teradata EDM', 'SQL & Teradata EDM']",6-8 Yrs,['Any Graduate']
CIEL HR Services Pvt Ltd ,Software Developer - Flutter,"['Firebase', 'GIT', 'Flutter', 'Dart', 'Application Programming', 'Software Development', 'Mobile Development', 'Ios App']",1-4 Yrs,['B.Tech/B.E. in Any Specialization']
Squareroot Consulting Pvt Ltd.,Software Developer - Core Java/Microservices,"['fault tolerance', 'high volume', 'Data Structures', 'tenancy', 'Spring Boot', 'Microservices', 'distributed Systems', 'high availability']",3-6 Yrs,"['B.Tech/B.E. in Computers', 'MCA in Computers, MS/M.Sc(Science) in Computers, M.Tech in Computers', 'Any Doctorate, Doctorate Not Required']"
Kenan Management Consultants Private Limited ,Power Electronics Software Developer,"['Power Electronics', 'C', 'SIMULINK', 'Control Algorithms', 'MATLAB', 'OCPP', 'MODBUS', 'TCP / IP']",2-6 Yrs,['Any Graduate']
Kenan Management Consultants Private Limited ,Autosar Developer,"['Embedded Systems', 'autosar', 'MATLAB', 'TCP / IP', 'MODBUS', 'AUTOSAR Architecture', 'OCPP', 'C++ CAN']",4-9 Yrs,['Any Graduate']
Kenan Management Consultants Private Limited ,Matlab/Simulink Developer,"['matlab', 'C', 'Torch', 'Simulink Programming', 'C++ Image', 'Python scripting', 'Vision algorithms', 'TensorFlow']",4-9 Yrs,['Any Graduate']
Kenan Management Consultants Private Limited ,Automotive ADAS Developer,"['ADAS', 'Torch', 'MATLAB', 'C++ Image', 'Vision algorithms', 'C', 'Caffe', 'Simulink Programming']",2-7 Yrs,['Any Graduate']
Kenan Management Consultants Private Limited ,HMI Developer,"['c++', 'QT', 'QT Creator', 'Windows', 'Kanzi', 'DiSTi', 'CPP programming', 'Linux']",2-7 Yrs,['Any Graduate']
Serving Skill,Merchandiser - Handicraft,"['Merchandiser', 'Product Development', 'order management', 'Sourcing', 'production costing', 'vendor relationship', 'Troubleshooting']",1-5 Yrs,[]
Resources Valley,Solution Architect - AWS/Azure,"['AWS', 'IT Skills', 'Cloud', 'Project Management', 'BPO', 'project management', 'Azure', 'Emerging Technologies']",8-13 Yrs,"['Any Graduate', 'Any Postgraduate', 'Doctorate Not Required']"
PlaceMinds Consulting Pvt. Ltd,Client Engagement - Delivery Head,"['Client Engagement', 'Data Science', 'project management', 'Operations']",7-10 Yrs,"['Any Graduate', 'Any Postgraduate', 'Doctorate Not Required']"
Yo HR Consultancy,Deputy Divisional Head - Steel Melting Shop Operations,"['New Product development', 'Plant Operations', 'Mfg Operations', 'Operations Head', 'Mfg Head', 'Plant Head', 'Operations']",7-12 Yrs,"['Any Graduate', 'Any Postgraduate', 'Doctorate Not Required']"
Career Inflections,Sector Risk Specialist with a Bank,"['credit risk', 'data analysis', 'Equity research', 'sector research', 'risk modelling', 'credit research', 'report writing']",7-10 Yrs,"['Any Graduate', 'CA in CA, MBA/PGDM in Any Specialization', 'Doctorate Not Required']"
TekPillar Services Private Limited,Senior Sales Manager - Insurance,"['Sales', 'Direct sales', 'Insurance Manager', 'marketing', 'Administration']",2-5 Yrs,"['Any Graduate', 'Any Postgraduate', 'Doctorate Not Required']"
Contact X India,Executive,"['Embedded C', 'Cypress', 'AVR', 'PCB Designing', 'RS232', 'Technical Support', 'Protel', 'MODBUS']",2-7 Yrs,"['B.Tech/B.E. in Electronics/Telecommunication', 'Any Postgraduate', 'Doctorate Not Required']"
Kaarlo Training & HR Solutions Pvt. Ltd,Dot Net Developer,"['Dot Net', 'Asp net', 'Json', 'RDLC', 'WEBIP', 'MVC5', 'Ajax', 'Jquery']",2-7 Yrs,"['Any Graduate', 'Any Postgraduate', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,C++ Developer - IT Strategy,"['Capital Market', 'C++', 'Unit Testing', 'Linux', 'oral communication', 'analytical', 'SQL Server', 'written']",2-5 Yrs,"['B.Tech/B.E. in Any Specialization, BCA in Computers, B.Sc in Any Specialization', 'Any Postgraduate', 'Doctorate Not Required']"
Contactx India,MANAGER --Digital Sales,"['Digital sales', 'IT Skills', 'Project Management', 'BPO', 'project management', 'market penetration', 'personal care', 'beauty']",10-15 Yrs,"['Any Graduate', 'Post Graduation Not Required', 'Doctorate Not Required']"
Contactx Resource Management,HEAD DESIGN- LIGHTING - GLOBAL MNC,"['AutoCAD', 'AGi32', 'Dialux', 'Designer', 'Head of Designing', 'Lighting Design', 'Lighting Design Head']",12-15 Yrs,"['Any Graduate', 'Any Postgraduate', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,Quant Researcher - BFSI,"['C#', 'Performance Attribution', 'C++', 'Capital Markets', 'Financial Research', 'Oral Communication', 'MATLAB', 'Quantitative Finance']",5-10 Yrs,"['Any Graduate', 'MS/M.Sc(Science) in Maths, Statistics, MCM in Computers and Management, M.A in Maths, Statistics', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,Assistant Vice President - Data Scientist - KPO,"['Data Science', 'Predictive Modeling', 'Business Intelligence', 'Data Scientist', 'Data Management', 'Data Visualization', 'Data Mining', 'Tableau']",11-17 Yrs,"['B.Tech/B.E. in Computers, BCA in Computers, B.Sc in Computers', 'Any Postgraduate', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,.Net Developer - C#/mvc/linq,"['C#', 'IT Skills', 'ASP.Net', 'LINQ', 'Multithreading', 'XML', 'OOPS', 'Agile']",3-5 Yrs,"['B.Tech/B.E. in Computers', 'M.Tech in Computers', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,Assistant Vice President - Data Scientist - KPO,"['Data Science', 'Predictive Modeling', 'Business Intelligence', 'Data Scientist', 'Data Management', 'Data Visualization', 'Data Mining', 'Tableau']",6-10 Yrs,"['B.Tech/B.E. in Computers, B.Sc in Computers, BCA in Computers', 'Any Postgraduate', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,.Net Developer/Senior .Net Developer - ASP/C#/MVC,"['C#', 'TypeScript', 'AngularJS', 'IT Skills', 'ASP.Net', 'jQuery', 'Multithreading', 'LINQ']",3-8 Yrs,"['B.Tech/B.E. in Any Specialization, BCA in Computers, B.Sc in Any Specialization', 'Any Postgraduate', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,Quant Researcher,"['C++', 'R', ' CART', ' SPSS', ' C# .Net', ' MATLAB']",5-10 Yrs,"['Any Graduate', 'MS/M.Sc(Science) in Maths, Computers, Statistics, MCA in Computers, MBA/PGDM in Finance, M.Tech in Computers', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,Assistant Vice President - Data Scientist - KPO,"['Data Science', 'Predictive Modeling', 'Business Intelligence', 'Data Scientist', 'Data Management', 'Data Visualization', 'Data Mining', 'Tableau']",6-11 Yrs,"['B.A, B.Tech/B.E. in Any Specialization, B.Sc in Computers', 'Any Postgraduate', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,Senior Project Manager - Robotics Automation & Analytics Consulting,"['Project Management', 'IT Consulting', 'Robotics Automation', 'Process Automation', 'SAS', 'Change Delivery', 'Analytics', 'Python']",5-10 Yrs,"['B.Tech/B.E. in Any Specialization', 'MBA/PGDM in Any Specialization', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,Solution Architect - System Implementation & Design,"['Java', 'BDD', 'SOA', 'System Design', 'OOAD', 'System Implementation', 'J2EE', 'Spring Boot']",11-15 Yrs,"['BCA in Computers, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization', 'Any Postgraduate', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,.Net Developer - ASP/C#/MVC,"['C#', 'AngularJS', 'LINQ', 'Multithreading', 'WebAPI', 'Design Patterns', 'OOPS', '.Net']",2-6 Yrs,"['B.Tech/B.E. in Computers', 'M.Tech in Computers', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,MEAN Stack Developer - Angular 7/8,"['CSS', 'Rest', 'DOM', 'TypeScript', 'Bootstrap', 'URL', 'native JS', 'Angular']",4-9 Yrs,"['B.Sc in Any Specialization, BCA in Computers, B.Tech/B.E. in Any Specialization', 'Any Postgraduate', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,.Net Architect / Senior Developer - C#/WCF,"['C#', '.Net', 'WCF', 'AngularJS', 'OOPS', 'SQL Server', 'Visual Studio', 'design pattern']",7-12 Yrs,"['BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization', 'Any Postgraduate', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,Sr Project Mgr- Robotics Automation & Analytics Consulting- BFS- IIT,"['Automation', 'Process Automation', 'Consulting - BFSI', 'Project Management', 'SAS', 'IT Consulting', 'Change Delivery', 'Robotics']",5-10 Yrs,"['B.Tech/B.E. in Computers', 'MBA/PGDM in Any Specialization', 'Any Doctorate, Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,Senior Manager - Actuarial Delivery Leader - P&C Insurance,"['Competitor Research', 'Actuarial', 'People Management', 'Statistics', 'Analytics', 'SQL']",7-12 Yrs,"['B.Sc in Maths, Statistics, B.A in Economics, Statistics, Maths', 'Any Postgraduate', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,.Net Architect/Senior Developer - C#/WCF/ASP/SQL Server,"['C', 'WCF', 'ASP', 'Technical Architect', '.Net Architect', 'OOPS', '.Net', 'Visual Studio']",10-20 Yrs,"['BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization', 'Any Postgraduate', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,Quality Assurance Manager - Software Testing,"['C#', 'Performance Testing', 'Life Cycle', 'IT Skills', 'Software Development', 'Software Product Development', 'Software Testing', 'Object Oriented Design']",5-10 Yrs,"['B.Sc in Computers', 'MS/M.Sc(Science) in Computers', 'Doctorate Not Required']"
Brace Infotech Private Limited,.Net Lead with Azure,"['Unti Testing', 'C#', 'Angular JS', 'Karma', 'Azure', 'Entity Framework', 'Web API', 'communication']",7-12 Yrs,"['Any Graduate', 'Any Postgraduate', 'Doctorate Not Required']"
Eagles Hunt,Software Developer (Java),"['Java', 'My SQL', 'Junit', 'J2EE', 'React', 'NOSQL', 'SOLID', 'Microservices']",1-6 Yrs,"['B.Tech/B.E. in Any Specialization', 'M.Tech in Any Specialization', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,.Net Developer - C#/MVC/LINQ,"['C#', 'LINQ', 'MVC', 'TypeScript', 'Dot Net Framework', 'Kanban', 'Mock Framework', 'Agile']",3-5 Yrs,"['B.Sc in Computers, BCA in Computers, B.Tech/B.E. in Computers', 'M.Tech in Computers, MCA in Computers, MCM in Computers and Management, MS/M.Sc(Science) in Computers', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,Technical Project Manager,"['Project Management', 'Data Science', 'Data Analytics']",10-14 Yrs,"['Any Graduate', 'Any Postgraduate']"
Huquo Consulting Pvt. Ltd,Leader/Senior Manager - Actuarial Delivery,"['Client Management', 'Data Science', 'R', 'Client Delivery', 'Relationship Management', 'Gross Margin', 'Senior Management', 'Data Warehousing']",7-12 Yrs,"['B.A in Economics, Statistics, Maths, B.Sc in Maths, Statistics', 'Any Postgraduate', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,AVP - Robotic Process Automation,"['UiPath', 'RPA', 'RPA Architecture', 'RPA Tools', 'WorkFusion RPA Tools']",10-20 Yrs,"['B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Any Specialization', 'Any Postgraduate', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,AVP - Analytics - Commercial Risk Modelling,"['Risk Modeling', 'Consulting - BFSI', 'SAS', 'Risk Analytics', 'Analytics', 'Risk Management']",7-12 Yrs,"['Any Graduate', 'Any Postgraduate']"
Huquo Consulting Pvt. Ltd,Assistant Manager/Manager - SAS + Acquisition,"['Strategy', 'Consulting - BFSI', 'SAS', 'Data Mining', 'Statistics', 'Analytics', 'SQL']",3-8 Yrs,"['Any Graduate', 'Any Postgraduate']"
Huquo Consulting Pvt. Ltd,AVP - Analytics,"['Analytics', 'Consulting - BFSI', 'SAS', 'Data Modeling', 'Data Analytics', 'Statistics', 'Python']",3-7 Yrs,"['Any Graduate', 'Any Postgraduate', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,AVP - Robotic Process Automation,"['Workfusion', 'Robotic Process Automation', 'UIPath', 'IT Skills', 'Testing', 'RPA', 'RPA Tools', 'RPA Architecture']",15-25 Yrs,"['BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization', 'Any Postgraduate', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,Lead Technology - High Frequency Trading Platform,"['C++', 'RDBMS', 'Technical Support', '.Net', 'SQL Server', 'team management', 'Perl', 'analytical']",5-10 Yrs,"['B.Sc in Computers', 'MS/M.Sc(Science) in Computers', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,Senior Java Developer - Spring/Hibernate,"['Java', 'IT Skills', 'J2EE', 'Software Development', 'Testing', 'Selenium', 'Automation Testing', 'Oracle']",5-7 Yrs,"['B.Tech/B.E. in Any Specialization', 'Any Postgraduate', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,L2 Operations Manager - High Frequency Trading Platform,"['L2 Operations', 'management', 'Linux', 'Perl', 'oral communication', 'Shell', 'analytical', 'development']",7-10 Yrs,"['B.Sc in Computers', 'MS/M.Sc(Science) in Computers', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,.Net Architect/Senior Developer - C#/WCF/ASP/SQL Server,"['.Net', 'Technical Architect', 'C#', '.Net Architect', 'OOPS', 'Entity Framework', 'WCF', 'Visual Studio']",5-10 Yrs,"['B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization, BCA in Any Specialization', 'Any Postgraduate', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,Quality Assurance Manager - Test Automation,"['Test Automation', 'IT Skills', 'Software Development', 'C#', 'Quality Assurance Manager', 'Quality', 'OOAD', 'Agile']",5-10 Yrs,"['B.Sc in Computers', 'MS/M.Sc(Science) in Computers', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,Data Scientist - Python/Spark/Neural Networks,"['Python', 'scikit-learn', 'Machine Translation', 'Neural Networks', 'Question Answering', 'Sentiment Analysis', 'Google Reformer', 'Deep Learning']",7-11 Yrs,"['B.Tech/B.E. in Electronics/Telecommunication, Computers', 'MS/M.Sc(Science) in Maths, Computers, Electronics, M.Tech in Computers', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,Technical Project Manager - C# / .Net / SQL Server,"['C#', 'project management', 'Agile', '.Net', 'Scrum', 'SQL Server']",8-12 Yrs,"['B.Tech/B.E. in Any Specialization, BCA in Any Specialization', 'MS/M.Sc(Science) in Any Specialization, MBA/PGDM in Any Specialization, MCA in Any Specialization', 'Doctorate Not Required']"
Huquo Consulting Pvt. Ltd,Data Scientist - Python/Spark,"['Python', 'Data Science', 'PMP', 'NLP', 'Project Management', 'Data Scientist', 'Data Management', 'Neural Networks']",1-6 Yrs,"['B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization, BCA in Any Specialization', 'Any Postgraduate', 'Doctorate Not Required']"
Primo Hiring,Government Consultant - Consulting Firm,"['Data analysis', 'Analytical', 'Consulting', 'Research analysis', 'Solution design', 'Manager Technology', 'Principal', 'Investment']",2-6 Yrs,"['Any Graduate', 'Any Postgraduate', 'Doctorate Not Required']"
Primo Hiring,Management Consultant,"['Data analysis', 'Analytical', 'Consulting', 'Research analysis', 'Solution design', 'Management', 'Principal']",1-3 Yrs,"['Any Graduate', 'Any Postgraduate', 'Doctorate Not Required']"
Sharp Point HR Consulting  ,CMC Expert (Module 3) in Pharma MNC -Mumbai,"['CMC', 'M3', 'module3']",4-8 Yrs,"['B.Pharma in Pharmacy', 'M.Pharma in Pharmacy']"
SKILLVENTORY,Vehicle Safety Manager For a leading Automotive Solutions Provider,"['Leadership', 'Collision Mitigation', 'Safety', 'Vehicle Safety']",5-10 Yrs,['B.Tech/B.E. in Any Specialization']
SKILLVENTORY,Vehicle Safety Manager For a leading Automotive Solutions Provider,"['Leadership', 'Collision Mitigation', 'Safety', 'Vehicle Safety']",5-10 Yrs,['B.Tech/B.E. in Any Specialization']
Prescription Pharma Support Private Limited  ,Analytical Specialist - Long Acting Injectables,"['Analytical Development', 'Long Acting Injectables', 'Analytical Validation']",6-8 Yrs,['MS/M.Sc(Science) in Any Specialization']
SKILLVENTORY,Engine Calibration Manager For a Automotive Solutions Provider,"['Gasoline', 'Calibration', 'Engine', 'Validation', 'Powertrain', 'VCU', 'Combustion', 'Controller']",3-8 Yrs,['B.Tech/B.E. in Any Specialization']
Ask IT Solutions India Pvt. Ltd.  ,Hiring For FrontEnd  Developer( React//Angular//HTML//CSS//JavaScript),"['React.Js', 'css', 'Frontend Development', 'FrontEnd Developer', 'Javascript', 'HTML', 'Angular']",3-6 Yrs,['Any Graduate']
Ask IT Solutions India Pvt. Ltd.  ,Immediate Openings For Java Developer_WFH,"['Java', 'Hibernate', 'Spring', 'AWS', 'IT Skills']",3-6 Yrs,['Any Graduate']
Sharp Point HR Consulting  ,CMC Expert (Module 3) in Pharma MNC -Mumbai,"['CMC', 'M3', 'module3']",4-8 Yrs,"['B.Pharma in Pharmacy', 'M.Pharma in Pharmacy']"
PEOPLELAN LLP ,Lead Designer - Girls Kidswear,"['fashion designing', 'kids wear']",6-8 Yrs,['Any Graduate']
PEOPLELAN LLP ,Sr Designer - Girls kidswear,"['girlswear', 'fashion designing', 'kids wear']",3-8 Yrs,['Any Graduate']
PEOPLELAN LLP ,Fashion Designer - Infant Wear,"['Infant wear', 'kids wear', 'fashion designing']",3-8 Yrs,['Any Graduate']
BCT Consulting Private Limited  ,SAP PS Consultant - Bangalore - Immediate joiners preferred,"['Project actuals', 'Budgeting', 'Cost planning', 'project structuring', 'Project procurement', 'Planning scheduling', 'Project progress', 'revenue planning']",5-10 Yrs,['Any Graduate']
Prescription Pharma Support Private Limited  ,Analytical Specialist - Long Acting Injectables,"['Analytical Development', 'Long Acting Injectables', 'Analytical Validation']",6-8 Yrs,['MS/M.Sc(Science) in Any Specialization']
ABHINAV IMMIGRATION SERVICES PRIVATE LIMITED ,Immigration Consultant,"['Communication Skills', 'Team Player']",1-6 Yrs,['Any Graduate']
HR CENTRAL ,Urgent Hiring: Regional Service Operation Manager-BMS-HVAC-Bangalore,"['hvac', 'service', 'Operation', 'service operations', 'Service Delivery', 'bms', 'SLA', 'Building Automation']",13-22 Yrs,['B.Tech/B.E. in Any Specialization']
AP Management Consultants Pvt Ltd ,Project Management Professional,"['project management', 'pmp']",8-13 Yrs,"['Diploma in Any Specialization, Any Graduate, B.Tech/B.E. in Any Specialization']"
BCT Consulting Private Limited  ,SAP ABAP Consultant - min 8 yrs required - Immediate joiners preferred,"['ABAP', 'Release Management', 'SAP ABAP', 'SAP Release management']",8-13 Yrs,['Any Graduate']
KRG Technologies India Pvt Ltd   ,Haskell Programming(Technology Lead),"['Functional Programming', 'Postgresql', 'Haskell', 'IT Skills', 'Software Development', 'Testing', 'multithreading', 'SQL']",5-10 Yrs,['Any Graduate']
IITjobs Inc.,Salesforce Developer with Lightning,"['Lightning Components', 'Aura Framework', 'Salesforce.com', 'salesforce developer', 'Lightning Web Component Development', 'CRM', 'communication', 'Apex']",5-8 Yrs,['Any Graduate']
Squareroot Consulting Pvt Ltd.,UI Lead/Architect - React.js/AngularJS,"['Angularjs', 'Cloud Security', 'UI', 'GraphQL', 'Javascript', 'React.Js', 'aws', 'Technology Research']",8-13 Yrs,"['B.Tech/B.E. in Computers', 'MS/M.Sc(Science) in Computers, M.Tech in Computers, Other Post Graduate, MCA in Computers', 'Ph.D/Doctorate in Computers']"
HyrEzy Talent Solutions,Data Science Architect - ML / Data Mining,"['Data Science', 'IT Skills', 'Python', 'Machine Learning', 'Big Data', 'AWS', 'Tableau', 'Power BI']",5-10 Yrs,"['B.Tech/B.E. in Computers', 'MCM in Computers and Management, MCA in Computers, M.A in Statistics, MS/M.Sc(Science) in Statistics, Computers, M.Tech in Computers', 'Doctorate Not Required']"
CIEL HR Services Pvt Ltd ,Director - Power Train - Simulation/ Propulsion,"['Simulation', 'CAE', 'Propulsion', 'MATLAB', 'Fluid Dynamics', 'FEA', 'Simulink']",13-17 Yrs,['B.Tech/B.E. in Any Specialization']
BCT Consulting Private Limited  ,SAP HCM Consultant - Hyderabad - Immediate joiners preferred,"['SAP HCM', 'IT Skills', 'SAP', 'SAP HR', 'SAP HCM Functional Consultant']",8-13 Yrs,['Any Graduate']
Prescription Pharma Support Private Limited,Head - R&D For Complex Injectables,"['Research & Development', 'R&D', 'Complex Injectables']",15-22 Yrs,"['B.Sc in Any Specialization, B.Pharma in Any Specialization', 'M.Pharma in Any Specialization']"
Waterleaf Consultants Pvt. Ltd. ,Sr Java Developer,"['Java Developer', 'REST', 'Unit Testing', 'Design Patterns', 'Microservices', 'Jenkins', 'deployment', 'MySQL']",7-12 Yrs,['Any Graduate']
CIEL HR Services Pvt Ltd ,Deputy Sales Manager || Tiles & Adhesive || Kolkata,"['Adhesives', 'Tiles', 'sales management', 'competition mapping', 'brand communication', 'network development', 'business development', 'distribution management']",10-15 Yrs,['Any Graduate']
Talent  Corner HR Services Pvt Ltd,Marketing Executive,"['Social Media', 'Research Analysis', 'Exhibitions', 'Campaigns', 'Advertising', 'Promotional Events', 'Market Research', 'Marketing']",3-8 Yrs,['Any Graduate']
Pharma Placements Inc.,Operations Head - Mumbai,"['Unit head', 'Site Head', 'Operations Head']",18-24 Yrs,"['Any Graduate', 'Any Postgraduate']"
HR Services,Manager- TPM,"['TPM', 'Maintenance Management']",7-12 Yrs,[]
HR Services,HR Executive - Payroll and Time office,"['Payroll', 'Time Office', 'HR', 'Statutory Compliance', 'Leave Management']",3-8 Yrs,[]
PRI INDIA IT SERVICES PRIVATE LIMITED.,Solution Architect with Cloud- Bangalore,"['Product Development', 'RFI', 'Relationship Building', 'Proposal Writing', 'Client Presentations', 'Client Engagement', 'Business Development', 'Proposals']",7-12 Yrs,[]
Corp Placements,Full Stack Developer - Artificial Intelligence,"['Product Development', 'python', 'IIT', 'Artificial Intelligence', 'Computer Science']",5-10 Yrs,[]
